URL,name,draft_year,pick_number,playerid,Date of Birth,Height,Weight
https://www.eliteprospects.com/player/71600/mike-legg,Mike Legg,1993,273,71600,1975-05-25,183.0,194.0
https://www.eliteprospects.com/player/87666/carl-charland,Carl Charland,1993,274,87666,1975-05-13,185.0,201.0
https://www.eliteprospects.com/player/44/christer-olsson,Christer Olsson,1993,275,44,1970-07-24,180.0,198.0
https://www.eliteprospects.com/player/27312/patrick-howald,Patrick Howald,1993,276,27312,1969-12-26,184.0,198.0
https://www.eliteprospects.com/player/15492/dany-bousquet,Dany Bousquet,1993,277,15492,1973-04-03,182.0,176.0
https://www.eliteprospects.com/player/81495/burke-murphy,Burke Murphy,1993,278,81495,1973-06-05,182.0,181.0
https://www.eliteprospects.com/player/87665/mikhail-lapin,Mikhail Lapin,1993,279,87665,1975-05-12,188.0,190.0
https://www.eliteprospects.com/player/87599/russ-guzior,Russ Guzior,1993,281,87599,1974-01-12,178.0,194.0
https://www.eliteprospects.com/player/87598/gordon-hunt,Gordon Hunt,1993,282,87598,1975-07-15,196.0,201.0
https://www.eliteprospects.com/player/87597/john-hillman,John Hillman,1993,283,87597,1974-10-10,185.0,201.0
https://www.eliteprospects.com/player/87596/russell-hewson,Russell Hewson,1993,285,87596,1975-01-12,185.0,209.0
https://www.eliteprospects.com/player/715/hans-jonsson,Hans Jonsson,1993,286,715,1973-08-02,188.0,212.0
https://www.eliteprospects.com/player/9035/ed-jovanovski,Ed Jovanovski,1994,1,9035,1976-06-26,191.0,220.0
https://www.eliteprospects.com/player/8656/oleg-tverdovsky,Oleg Tverdovsky,1994,2,8656,1976-05-18,185.0,209.0
https://www.eliteprospects.com/player/8671/radek-bonk,Radek Bonk,1994,3,8671,1976-01-09,188.0,209.0
https://www.eliteprospects.com/player/7114/jason-bonsignore,Jason Bonsignore,1994,4,7114,1976-04-15,191.0,218.0
https://www.eliteprospects.com/player/8938/jeff-o-neill,Jeff O'Neill,1994,5,8938,1976-02-23,185.0,194.0
https://www.eliteprospects.com/player/8888/ryan-smyth,Ryan Smyth,1994,6,8888,1976-02-21,188.0,190.0
https://www.eliteprospects.com/player/8827/jason-wiemer,Jason Wiemer,1994,8,8827,1976-04-14,185.0,220.0
https://www.eliteprospects.com/player/40886/brett-lindros,Brett Lindros,1994,9,40886,1975-12-02,193.0,216.0
https://www.eliteprospects.com/player/8858/nolan-baumgartner,Nolan Baumgartner,1994,10,8858,1976-03-23,188.0,194.0
https://www.eliteprospects.com/player/9159/jeff-friesen,Jeff Friesen,1994,11,9159,1976-08-05,185.0,203.0
https://www.eliteprospects.com/player/8749/wade-belak,Wade Belak,1994,12,8749,1976-07-03,196.0,223.0
https://www.eliteprospects.com/player/749/mattias-ohlund,Mattias Ohlund,1994,13,749,1976-09-09,192.0,234.0
https://www.eliteprospects.com/player/8703/ethan-moreau,Ethan Moreau,1994,14,8703,1975-09-22,188.0,207.0
https://www.eliteprospects.com/player/87177/alexander-kharlamov,Alexander Kharlamov,1994,15,87177,1975-09-23,180.0,187.0
https://www.eliteprospects.com/player/8575/wayne-primeau,Wayne Primeau,1994,17,8575,1976-06-04,193.0,225.0
https://www.eliteprospects.com/player/11823/brad-brown,Brad Brown,1994,18,11823,1975-12-27,193.0,220.0
https://www.eliteprospects.com/player/9136/chris-dingman,Chris Dingman,1994,19,9136,1976-07-06,193.0,247.0
https://www.eliteprospects.com/player/67425/jason-botterill,Jason Botterill,1994,20,67425,1976-05-19,193.0,220.0
https://www.eliteprospects.com/player/87181/jeff-kealty,Jeff Kealty,1994,22,87181,1976-04-09,193.0,209.0
https://www.eliteprospects.com/player/6496/yan-golubovsky,Yan Golubovsky,1994,23,6496,1976-03-09,192.0,209.0
https://www.eliteprospects.com/player/42828/chris-wells,Chris Wells,1994,24,42828,1975-11-12,195.0,220.0
https://www.eliteprospects.com/player/4519/vadim-sharifyanov,Vadim Sharifyanov,1994,25,4519,1975-12-23,188.0,201.0
https://www.eliteprospects.com/player/8812/rhett-warrener,Rhett Warrener,1994,27,8812,1976-01-27,186.0,214.0
https://www.eliteprospects.com/player/127/johan-davidsson,Johan Davidsson,1994,28,127,1976-01-06,184.0,192.0
https://www.eliteprospects.com/player/6641/stanislav-neckar,Stanislav Neckar,1994,29,6641,1975-12-22,185.0,212.0
https://www.eliteprospects.com/player/11363/deron-quint,Deron Quint,1994,30,11363,1976-03-12,185.0,203.0
https://www.eliteprospects.com/player/29025/jason-podollan,Jason Podollan,1994,31,29025,1976-02-18,188.0,205.0
https://www.eliteprospects.com/player/6448/mike-watt,Mike Watt,1994,32,6448,1976-03-31,184.0,214.0
https://www.eliteprospects.com/player/53191/matt-johnson,Matt Johnson,1994,33,53191,1975-11-23,196.0,236.0
https://www.eliteprospects.com/player/87183/colin-cloutier,Colin Cloutier,1994,34,87183,1976-01-27,193.0,216.0
https://www.eliteprospects.com/player/10824/josef-marha,Josef Marha,1994,35,10824,1976-06-02,183.0,192.0
https://www.eliteprospects.com/player/9033/ryan-johnson,Ryan Johnson,1994,36,9033,1976-06-14,185.0,205.0
https://www.eliteprospects.com/player/5686/angel-nikolov,Angel Nikolov,1994,37,5686,1975-11-18,191.0,207.0
https://www.eliteprospects.com/player/12765/jason-holland,Jason Holland,1994,38,12765,1976-04-30,192.0,216.0
https://www.eliteprospects.com/player/77820/robb-gordon,Robb Gordon,1994,39,77820,1976-01-13,180.0,190.0
https://www.eliteprospects.com/player/30060/jean-yves-leroux,Jean-Yves Leroux,1994,40,30060,1976-06-24,189.0,209.0
https://www.eliteprospects.com/player/87185/scott-cherrey,Scott Cherrey,1994,41,87185,1976-05-27,185.0,205.0
https://www.eliteprospects.com/player/8873/dave-scatchard,Dave Scatchard,1994,42,8873,1976-02-20,191.0,223.0
https://www.eliteprospects.com/player/9098/curtis-brown,Curtis Brown,1994,43,9098,1976-02-12,183.0,201.0
https://www.eliteprospects.com/player/18323/dmitri-ryabykin,Dmitri Ryabykin,1994,45,18323,1976-03-24,188.0,220.0
https://www.eliteprospects.com/player/2565/lee-jinman,Lee Jinman,1994,46,2565,1976-01-10,178.0,172.0
https://www.eliteprospects.com/player/19456/daniel-goneau,Daniel Goneau,1994,47,19456,1976-01-16,181.0,192.0
https://www.eliteprospects.com/player/31356/sean-haggerty,Sean Haggerty,1994,48,31356,1976-02-11,186.0,185.0
https://www.eliteprospects.com/player/8763/mathieu-dandenault,Mathieu Dandenault,1994,49,8763,1976-02-03,183.0,207.0
https://www.eliteprospects.com/player/5214/richard-park,Richard Park,1994,50,5214,1976-05-27,180.0,190.0
https://www.eliteprospects.com/player/8698/patrik-elias,Patrik Elias,1994,51,8698,1976-04-13,185.0,190.0
https://www.eliteprospects.com/player/28238/rudolf-vercik,Rudolf Vercik,1994,52,28238,1976-03-19,185.0,194.0
https://www.eliteprospects.com/player/13779/corey-neilson,Corey Neilson,1994,53,13779,1976-08-22,196.0,220.0
https://www.eliteprospects.com/player/69019/chris-murray,Chris Murray,1994,54,69019,1974-10-25,188.0,214.0
https://www.eliteprospects.com/player/16739/vadim-yepanchintsev,Vadim Yepanchintsev,1994,55,16739,1976-03-16,180.0,203.0
https://www.eliteprospects.com/player/33647/dorian-anneck,Dorian Anneck,1994,56,33647,1976-04-24,185.0,183.0
https://www.eliteprospects.com/player/8740/sven-butenschon,Sven Butenschon,1994,57,8740,1976-03-22,192.0,216.0
https://www.eliteprospects.com/player/23398/tavis-hansen,Tavis Hansen,1994,58,23398,1975-06-17,184.0,205.0
https://www.eliteprospects.com/player/16742/vitali-yachmenyov,Vitali Yachmenyov,1994,59,16742,1975-01-08,177.0,194.0
https://www.eliteprospects.com/player/87189/brad-symes,Brad Symes,1994,60,87189,1976-04-26,188.0,209.0
https://www.eliteprospects.com/player/87191/sebastien-bety,Sebastien Bety,1994,61,87191,1976-05-06,188.0,220.0
https://www.eliteprospects.com/player/18691/artyom-anisimov,Artyom Anisimov,1994,62,18691,1976-07-27,185.0,212.0
https://www.eliteprospects.com/player/8753/jason-strudwick,Jason Strudwick,1994,63,8753,1975-07-17,193.0,225.0
https://www.eliteprospects.com/player/727/fredrik-modin,Fredrik Modin,1994,64,727,1974-10-08,193.0,220.0
https://www.eliteprospects.com/player/29017/chad-allan,Chad Allan,1994,65,29017,1976-07-12,185.0,194.0
https://www.eliteprospects.com/player/32118/alexei-yegorov,Alexei Yegorov,1994,66,32118,1975-05-21,178.0,183.0
https://www.eliteprospects.com/player/67260/craig-reichert,Craig Reichert,1994,67,67260,1974-05-11,185.0,201.0
https://www.eliteprospects.com/player/10901/stephane-roy,Stephane Roy,1994,68,10901,1976-01-26,180.0,194.0
https://www.eliteprospects.com/player/13246/rumun-ndur,Rumun Ndur,1994,69,13246,1975-07-07,190.0,245.0
https://www.eliteprospects.com/player/1903/marko-kiprusoff,Marko Kiprusoff,1994,70,1903,1972-02-06,184.0,209.0
https://www.eliteprospects.com/player/4505/sheldon-souray,Sheldon Souray,1994,71,4505,1976-07-13,193.0,231.0
https://www.eliteprospects.com/player/8804/chris-drury,Chris Drury,1994,72,8804,1976-08-20,178.0,190.0
https://www.eliteprospects.com/player/70008/greg-crozier,Greg Crozier,1994,73,70008,1976-07-06,191.0,201.0
https://www.eliteprospects.com/player/87193/martin-belanger,Martin Belanger,1994,74,87193,1976-02-03,188.0,183.0
https://www.eliteprospects.com/player/73603/sean-gillam,Sean Gillam,1994,75,73603,1976-05-07,188.0,220.0
https://www.eliteprospects.com/player/18522/alexei-krivchenkov,Alexei Krivchenkov,1994,76,18522,1974-06-11,186.0,205.0
https://www.eliteprospects.com/player/8766/chris-clark,Chris Clark,1994,77,8766,1976-03-08,183.0,196.0
https://www.eliteprospects.com/player/87196/adam-smith,Adam Smith,1994,78,87196,1976-04-24,183.0,216.0
https://www.eliteprospects.com/player/87242/adam-copeland,Adam Copeland,1994,79,87242,1976-06-05,185.0,216.0
https://www.eliteprospects.com/player/87245/byron-briske,Byron Briske,1994,80,87245,1976-01-23,193.0,194.0
https://www.eliteprospects.com/player/87248/steve-cheredaryk,Steve Cheredaryk,1994,82,87248,1975-11-20,188.0,216.0
https://www.eliteprospects.com/player/10650/hnat-domenichelli,Hnat Domenichelli,1994,83,10650,1976-02-17,182.0,198.0
https://www.eliteprospects.com/player/1810/david-nemirovsky,David Nemirovsky,1994,84,1810,1976-08-01,188.0,198.0
https://www.eliteprospects.com/player/24039/steve-mclaren,Steve McLaren,1994,85,24039,1975-02-03,183.0,225.0
https://www.eliteprospects.com/player/87249/dmitri-klevakin,Dmitri Klevakin,1994,86,87249,1976-02-20,183.0,185.0
https://www.eliteprospects.com/player/8603/milan-hejduk,Milan Hejduk,1994,87,8603,1976-02-14,183.0,192.0
https://www.eliteprospects.com/player/87250/adam-magarrell,Adam Magarrell,1994,88,87250,1976-01-02,190.0,181.0
https://www.eliteprospects.com/player/8661/vaclav-varada,Vaclav Varada,1994,89,8661,1976-04-26,183.0,209.0
https://www.eliteprospects.com/player/9000/brad-lukowich,Brad Lukowich,1994,90,9000,1976-08-12,185.0,201.0
https://www.eliteprospects.com/player/77201/ryan-duthie,Ryan Duthie,1994,91,77201,1974-09-02,179.0,181.0
https://www.eliteprospects.com/player/87251/mike-dubinsky,Mike Dubinsky,1994,92,87251,1976-06-28,188.0,185.0
https://www.eliteprospects.com/player/67427/matt-herr,Matt Herr,1994,93,67427,1976-05-26,188.0,205.0
https://www.eliteprospects.com/player/69497/tyler-harlton,Tyler Harlton,1994,94,69497,1976-01-11,188.0,201.0
https://www.eliteprospects.com/player/2522/jussi-tarvainen,Jussi Tarvainen,1994,95,2522,1976-05-31,190.0,203.0
https://www.eliteprospects.com/player/3305/arto-kuki,Arto Kuki,1994,96,3305,1976-02-22,190.0,218.0
https://www.eliteprospects.com/player/172/johan-finnstrom,Johan Finnstrom,1994,97,172,1976-03-27,192.0,225.0
https://www.eliteprospects.com/player/8486/jamie-wright,Jamie Wright,1994,98,8486,1976-05-13,182.0,198.0
https://www.eliteprospects.com/player/13961/eric-nickulas,Eric Nickulas,1994,99,13961,1975-03-25,180.0,203.0
https://www.eliteprospects.com/player/19561/alexander-korobolin,Alexander Korobolin,1994,100,19561,1976-03-12,192.0,220.0
https://www.eliteprospects.com/player/87252/sebastien-vallee,Sebastien Vallee,1994,101,87252,1976-01-02,193.0,201.0
https://www.eliteprospects.com/player/87253/tom-o-connor,Tom O'Connor,1994,102,87253,1976-01-09,188.0,187.0
https://www.eliteprospects.com/player/23419/zdenek-skorepa,Zdenek Skorepa,1994,103,23419,1976-08-10,183.0,203.0
https://www.eliteprospects.com/player/68876/sylvain-blouin,Sylvain Blouin,1994,104,68876,1974-05-21,188.0,216.0
https://www.eliteprospects.com/player/78658/david-geris,David Geris,1994,105,78658,1976-06-07,198.0,243.0
https://www.eliteprospects.com/player/7303/pavel-trnka,Pavel Trnka,1994,106,7303,1976-07-27,190.0,198.0
https://www.eliteprospects.com/player/75/nils-ekman,Nils Ekman,1994,107,75,1976-03-11,183.0,185.0
https://www.eliteprospects.com/player/5370/craig-mills,Craig Mills,1994,108,5370,1976-09-27,184.0,198.0
https://www.eliteprospects.com/player/87254/ryan-risidore,Ryan Risidore,1994,109,87254,1976-04-06,196.0,205.0
https://www.eliteprospects.com/player/87255/jon-gaskins,Jon Gaskins,1994,110,87255,1976-01-11,193.0,220.0
https://www.eliteprospects.com/player/13963/chris-schmidt,Chris Schmidt,1994,111,13963,1976-03-01,195.0,212.0
https://www.eliteprospects.com/player/7283/tony-tuzzolino,Tony Tuzzolino,1994,113,7283,1975-10-09,188.0,201.0
https://www.eliteprospects.com/player/13642/brian-swanson,Brian Swanson,1994,115,13642,1976-03-24,180.0,198.0
https://www.eliteprospects.com/player/79107/albie-o-connell,Albie O'Connell,1994,116,79107,1976-05-20,183.0,203.0
https://www.eliteprospects.com/player/28725/yanick-dube,Yanick Dube,1994,117,28725,1974-06-13,176.0,176.0
https://www.eliteprospects.com/player/87256/marc-dupuis,Marc Dupuis,1994,118,87256,1976-04-22,183.0,201.0
https://www.eliteprospects.com/player/87257/yanick-jean,Yanick Jean,1994,119,87257,1975-11-26,185.0,205.0
https://www.eliteprospects.com/player/68/edvin-frylen,Edvin Frylen,1994,120,68,1975-12-23,187.0,220.0
https://www.eliteprospects.com/player/16737/sergei-klimentyev,Sergei Klimentyev,1994,121,16737,1975-04-05,190.0,198.0
https://www.eliteprospects.com/player/30720/jimmy-drolet,Jimmy Drolet,1994,122,30720,1976-02-19,185.0,194.0
https://www.eliteprospects.com/player/78632/frank-appel,Frank Appel,1994,123,78632,1976-05-12,199.0,216.0
https://www.eliteprospects.com/player/87258/darren-wright,Darren Wright,1994,125,87258,1976-05-22,188.0,196.0
https://www.eliteprospects.com/player/42365/mark-deyell,Mark Deyell,1994,126,42365,1976-03-26,180.0,170.0
https://www.eliteprospects.com/player/87259/doug-battaglia,Doug Battaglia,1994,127,87259,1975-10-26,185.0,194.0
https://www.eliteprospects.com/player/87260/clint-johnson,Clint Johnson,1994,128,87260,1976-04-07,188.0,212.0
https://www.eliteprospects.com/player/85163/christian-gosselin,Christian Gosselin,1994,129,85163,1976-08-21,195.0,234.0
https://www.eliteprospects.com/player/87261/martin-ethier,Martin Ethier,1994,130,87261,1976-09-03,185.0,214.0
https://www.eliteprospects.com/player/76990/mike-gaffney,Mike Gaffney,1994,131,76990,1976-06-19,183.0,212.0
https://www.eliteprospects.com/player/10213/bates-battaglia,Bates Battaglia,1994,132,10213,1975-12-13,188.0,205.0
https://www.eliteprospects.com/player/702/daniel-alfredsson,Daniel Alfredsson,1994,133,702,1972-12-11,182.0,203.0
https://www.eliteprospects.com/player/87262/ryan-smart,Ryan Smart,1994,134,87262,1975-09-22,185.0,181.0
https://www.eliteprospects.com/player/87263/yuri-litvinov,Yuri Litvinov,1994,135,87263,1976-04-11,178.0,187.0
https://www.eliteprospects.com/player/73588/terry-marchant,Terry Marchant,1994,136,73588,1976-02-24,186.0,205.0
https://www.eliteprospects.com/player/87264/dan-juden,Dan Juden,1994,137,87264,1976-04-17,191.0,231.0
https://www.eliteprospects.com/player/8864/bryce-salvador,Bryce Salvador,1994,138,8864,1976-02-11,191.0,216.0
https://www.eliteprospects.com/player/81570/nicholas-windsor,Nicholas Windsor,1994,139,81570,1976-01-24,183.0,168.0
https://www.eliteprospects.com/player/17591/alexander-selivanov,Alexander Selivanov,1994,140,17591,1971-03-23,180.0,205.0
https://www.eliteprospects.com/player/10195/alexander-korolyuk,Alexander Korolyuk,1994,141,10195,1976-01-15,175.0,187.0
https://www.eliteprospects.com/player/32534/jason-stewart,Jason Stewart,1994,142,32534,1976-04-30,180.0,185.0
https://www.eliteprospects.com/player/87266/jim-ensom,Jim Ensom,1994,144,87266,1976-08-24,191.0,196.0
https://www.eliteprospects.com/player/87267/dmitri-mekeshkin,Dmitri Mekeshkin,1994,145,87267,1976-01-29,188.0,185.0
https://www.eliteprospects.com/player/87268/chris-kibermanis,Chris Kibermanis,1994,146,87268,1976-03-24,196.0,198.0
https://www.eliteprospects.com/player/22118/cal-benazic,Cal Benazic,1994,147,22118,1975-09-29,191.0,203.0
https://www.eliteprospects.com/player/18988/joel-irving,Joel Irving,1994,148,18988,1976-01-02,190.0,225.0
https://www.eliteprospects.com/player/31362/yevgeni-petrochinin,Yevgeni Petrochinin,1994,150,31362,1976-02-07,182.0,209.0
https://www.eliteprospects.com/player/8924/andre-roy,Andre Roy,1994,151,8924,1975-02-08,193.0,229.0
https://www.eliteprospects.com/player/87269/kam-white,Kam White,1994,152,87269,1976-02-13,193.0,220.0
https://www.eliteprospects.com/player/87342/pavel-agarkov,Pavel Agarkov,1994,153,87342,1975-04-23,185.0,194.0
https://www.eliteprospects.com/player/87345/valentin-morozov,Valentin Morozov,1994,154,87345,1975-06-01,175.0,172.0
https://www.eliteprospects.com/player/87347/david-brosseau,David Brosseau,1994,156,87347,1976-01-16,188.0,205.0
https://www.eliteprospects.com/player/24300/matt-o-dette,Matt O'Dette,1994,157,24300,1975-11-09,196.0,227.0
https://www.eliteprospects.com/player/87349/rocky-welsing,Rocky Welsing,1994,158,87349,1976-02-08,191.0,216.0
https://www.eliteprospects.com/player/87351/doug-sproule,Doug Sproule,1994,159,87351,1976-02-16,191.0,201.0
https://www.eliteprospects.com/player/53026/curtis-sheptak,Curtis Sheptak,1994,160,53026,1974-11-19,191.0,220.0
https://www.eliteprospects.com/player/8785/serge-aubin,Serge Aubin,1994,161,8785,1975-02-15,185.0,201.0
https://www.eliteprospects.com/player/81017/dmitri-shulga,Dmitri Shulga,1994,162,81017,1976-05-23,188.0,207.0
https://www.eliteprospects.com/player/87357/luc-gagne,Luc Gagne,1994,163,87357,1976-05-04,185.0,201.0
https://www.eliteprospects.com/player/87358/chris-maillet,Chris Maillet,1994,164,87358,1976-01-28,196.0,220.0
https://www.eliteprospects.com/player/15407/calvin-elfring,Calvin Elfring,1994,165,15407,1976-04-23,183.0,185.0
https://www.eliteprospects.com/player/12799/colin-forbes,Colin Forbes,1994,166,12799,1976-02-16,191.0,220.0
https://www.eliteprospects.com/player/87359/sergei-gorbachyov,Sergei Gorbachyov,1994,167,87359,1975-10-24,185.0,185.0
https://www.eliteprospects.com/player/34316/yuri-kuznetsov,Yuri Kuznetsov,1994,169,34316,1971-08-10,185.0,209.0
https://www.eliteprospects.com/player/86848/tyler-prosofsky,Tyler Prosofsky,1994,170,86848,1976-02-19,185.0,209.0
https://www.eliteprospects.com/player/87362/dan-reja,Dan Reja,1994,171,87362,1976-05-16,185.0,187.0
https://www.eliteprospects.com/player/3579/roman-vopat,Roman Vopat,1994,172,3579,1976-04-21,192.0,220.0
https://www.eliteprospects.com/player/8560/shane-hnidy,Shane Hnidy,1994,173,8560,1975-11-08,188.0,203.0
https://www.eliteprospects.com/player/87364/jesse-rezansoff,Jesse Rezansoff,1994,174,87364,1976-01-31,193.0,203.0
https://www.eliteprospects.com/player/3573/ladislav-kohn,Ladislav Kohn,1994,175,3573,1975-03-04,178.0,194.0
https://www.eliteprospects.com/player/59367/steve-webb,Steve Webb,1994,176,59367,1975-04-20,178.0,205.0
https://www.eliteprospects.com/player/87371/jeremy-schaefer,Jeremy Schaefer,1994,177,87371,1976-02-27,191.0,209.0
https://www.eliteprospects.com/player/271/tommi-rajamaki,Tommi Rajamaki,1994,178,271,1976-02-29,189.0,220.0
https://www.eliteprospects.com/player/43702/drew-palmer,Drew Palmer,1994,180,43702,1976-01-10,191.0,209.0
https://www.eliteprospects.com/player/62/jeff-williams,Jeff Williams,1994,181,62,1976-02-11,183.0,192.0
https://www.eliteprospects.com/player/74797/olexei-lazarenko,Olexei Lazarenko,1994,182,74797,1976-01-03,181.0,220.0
https://www.eliteprospects.com/player/87372/jason-boudrias,Jason Boudrias,1994,183,87372,1976-02-16,183.0,205.0
https://www.eliteprospects.com/player/87373/brad-englehart,Brad Englehart,1994,184,87373,1975-09-16,180.0,194.0
https://www.eliteprospects.com/player/41692/rob-guinn,Rob Guinn,1994,185,41692,1976-01-25,186.0,218.0
https://www.eliteprospects.com/player/22129/ramil-saifullin,Ramil Saifullin,1994,186,22129,1976-04-08,185.0,203.0
https://www.eliteprospects.com/player/87387/tom-buckley,Tom Buckley,1994,187,87387,1976-05-26,185.0,209.0
https://www.eliteprospects.com/player/87388/jason-reid,Jason Reid,1994,188,87388,1975-11-03,188.0,205.0
https://www.eliteprospects.com/player/87389/andrew-dale,Andrew Dale,1994,189,87389,1976-02-16,185.0,194.0
https://www.eliteprospects.com/player/87390/alexei-baranov,Alexei Baranov,1994,190,87390,1976-06-03,188.0,181.0
https://www.eliteprospects.com/player/83152/jason-bertsch,Jason Bertsch,1994,191,83152,1976-07-14,188.0,209.0
https://www.eliteprospects.com/player/87404/derek-diener,Derek Diener,1994,192,87404,1976-07-13,191.0,183.0
https://www.eliteprospects.com/player/87405/eric-landry,Eric Landry,1994,193,87405,1976-01-29,185.0,201.0
https://www.eliteprospects.com/player/87406/mike-loach,Mike Loach,1994,194,87406,1976-09-08,185.0,227.0
https://www.eliteprospects.com/player/82107/rob-trumbley,Rob Trumbley,1994,195,82107,1974-08-09,177.0,185.0
https://www.eliteprospects.com/player/87407/mike-josephson,Mike Josephson,1994,196,87407,1976-06-09,183.0,201.0
https://www.eliteprospects.com/player/87408/chris-patrick,Chris Patrick,1994,197,87408,1976-01-02,195.0,201.0
https://www.eliteprospects.com/player/87409/steve-noble,Steve Noble,1994,198,87409,1976-07-17,185.0,201.0
https://www.eliteprospects.com/player/84484/bob-westerby,Bob Westerby,1994,199,84484,1975-10-29,183.0,194.0
https://www.eliteprospects.com/player/307/peter-strom,Peter Strom,1994,200,307,1975-01-14,184.0,198.0
https://www.eliteprospects.com/player/67625/keith-mccambridge,Keith McCambridge,1994,201,67625,1974-02-01,189.0,205.0
https://www.eliteprospects.com/player/12229/ray-giroux,Ray Giroux,1994,202,12229,1976-07-20,185.0,190.0
https://www.eliteprospects.com/player/228/peter-hogardh,Peter Hogardh,1994,203,228,1976-05-25,178.0,198.0
https://www.eliteprospects.com/player/87410/rob-butler,Rob Butler,1994,204,87410,1976-03-31,188.0,181.0
https://www.eliteprospects.com/player/87411/boris-zelenko,Boris Zelenko,1994,206,87411,1975-09-12,188.0,183.0
https://www.eliteprospects.com/player/10890/eric-bertrand,Eric Bertrand,1994,207,10890,1975-04-16,185.0,209.0
https://www.eliteprospects.com/player/87412/craig-anderson,Craig Anderson,1994,208,87412,1976-01-06,185.0,172.0
https://www.eliteprospects.com/player/87413/danny-dupont,Danny Dupont,1994,211,87413,1975-07-19,193.0,240.0
https://www.eliteprospects.com/player/87414/ashlin-halfnight,Ashlin Halfnight,1994,213,87414,1975-03-14,183.0,176.0
https://www.eliteprospects.com/player/3551/jan-nemecek,Jan Nemecek,1994,215,3551,1976-02-14,187.0,214.0
https://www.eliteprospects.com/player/87416/yuri-smirnov,Yuri Smirnov,1994,216,87416,1976-01-10,180.0,172.0
https://www.eliteprospects.com/player/87417/gord-walsh,Gord Walsh,1994,220,87417,1975-12-11,185.0,194.0
https://www.eliteprospects.com/player/69936/bill-muckalt,Bill Muckalt,1994,221,69936,1974-07-15,185.0,201.0
https://www.eliteprospects.com/player/87419/lubomir-jandera,Lubomir Jandera,1994,222,87419,1976-04-21,180.0,194.0
https://www.eliteprospects.com/player/87420/john-tuohy,John Tuohy,1994,223,87420,1976-02-02,188.0,172.0
https://www.eliteprospects.com/player/87421/marc-stephan,Marc Stephan,1994,224,87421,1976-01-09,188.0,205.0
https://www.eliteprospects.com/player/52896/craig-millar,Craig Millar,1994,225,52896,1976-07-12,186.0,198.0
https://www.eliteprospects.com/player/108/jorgen-jonsson,Jorgen Jonsson,1994,227,108,1972-09-29,184.0,192.0
https://www.eliteprospects.com/player/17941/marty-flichel,Marty Flichel,1994,228,17941,1976-03-06,180.0,194.0
https://www.eliteprospects.com/player/87423/matt-ball,Matt Ball,1994,230,87423,1976-01-29,188.0,209.0
https://www.eliteprospects.com/player/87424/jeff-mikesch,Jeff Mikesch,1994,231,87424,1975-04-11,183.0,172.0
https://www.eliteprospects.com/player/87425/jason-godbout,Jason Godbout,1994,232,87425,1976-08-05,180.0,181.0
https://www.eliteprospects.com/player/8896/steve-sullivan,Steve Sullivan,1994,233,8896,1974-07-06,173.0,154.0
https://www.eliteprospects.com/player/8556/eric-boulton,Eric Boulton,1994,234,8556,1976-08-17,184.0,227.0
https://www.eliteprospects.com/player/1897/tero-lehtera,Tero Lehtera,1994,235,1897,1972-04-21,183.0,192.0
https://www.eliteprospects.com/player/485/tommi-miettinen,Tommi Miettinen,1994,236,485,1975-12-03,182.0,187.0
https://www.eliteprospects.com/player/87426/steve-mackinnon,Steve MacKinnon,1994,237,87426,1976-08-20,193.0,216.0
https://www.eliteprospects.com/player/87427/mike-mader,Mike Mader,1994,238,87427,1975-11-07,188.0,212.0
https://www.eliteprospects.com/player/87430/tomas-pisa,Tomas Pisa,1994,240,87430,1976-04-17,193.0,205.0
https://www.eliteprospects.com/player/20988/sergei-shalamai,Sergei Shalamai,1994,241,20988,1976-06-12,176.0,174.0
https://www.eliteprospects.com/player/87431/shawn-gervais,Shawn Gervais,1994,242,87431,1976-07-12,183.0,187.0
https://www.eliteprospects.com/player/87432/chris-pittman,Chris Pittman,1994,243,87432,1976-08-21,188.0,165.0
https://www.eliteprospects.com/player/15097/andre-payette,Andre Payette,1994,244,15097,1976-07-29,185.0,205.0
https://www.eliteprospects.com/player/80879/aniket-dhadphale,Aniket Dhadphale,1994,245,80879,1976-04-02,191.0,190.0
https://www.eliteprospects.com/player/17929/kirk-dewaele,Kirk DeWaele,1994,246,17929,1976-03-24,188.0,209.0
https://www.eliteprospects.com/player/8948/tyson-nash,Tyson Nash,1994,247,8948,1975-03-11,180.0,201.0
https://www.eliteprospects.com/player/8631/richard-zednik,Richard Zednik,1994,249,8631,1976-01-06,183.0,192.0
https://www.eliteprospects.com/player/87435/kevin-harper,Kevin Harper,1994,250,87435,1975-09-07,188.0,165.0
https://www.eliteprospects.com/player/87436/mark-polak,Mark Polak,1994,251,87436,1976-05-16,183.0,172.0
https://www.eliteprospects.com/player/87437/chris-aldous,Chris Aldous,1994,252,87437,1975-11-19,188.0,174.0
https://www.eliteprospects.com/player/31336/mike-peluso,Mike Peluso,1994,253,31336,1974-09-02,186.0,207.0
https://www.eliteprospects.com/player/7954/jimmy-roy,Jimmy Roy,1994,254,7954,1975-09-22,178.0,185.0
https://www.eliteprospects.com/player/31446/sergei-berezin,Sergei Berezin,1994,256,31446,1971-11-05,178.0,196.0
https://www.eliteprospects.com/player/712/tomas-holmstrom,Tomas Holmstrom,1994,257,712,1973-01-23,183.0,198.0
