Year,Overall,Player Link,URL,name,draft_year,pick_number,playerid,Date of Birth,Height,Weight,Team,CTRCT,Cap Hit,Image
1978,93,/players/l/laidlto01.html,https://www.eliteprospects.com/player/73556/tom-laidlaw,Tom Laidlaw,1978.0,93.0,73556.0,1958-04-15,188.0,216.0,,,,
1978,94,/players/k/keansdo01.html,,,,,,,,,,,,
1978,96,/players/f/feamsda01.html,https://www.eliteprospects.com/player/204471/dave-feamster,Dave Feamster,1978.0,96.0,204471.0,1958-09-10,180.0,176.0,,,,
1978,97,/players/m/meredgr01.html,https://www.eliteprospects.com/player/243732/greg-meredith,Greg Meredith,1978.0,97.0,243732.0,1958-02-23,185.0,209.0,,,,
1978,100,/players/t/tayloma01.html,https://www.eliteprospects.com/player/29041/mark-taylor,Mark Taylor,1978.0,100.0,29041.0,1958-01-26,183.0,190.0,,,,
1978,101,/players/d/daviske01.html,https://www.eliteprospects.com/player/258818/kelly-davis,Kelly Davis,1978.0,101.0,258818.0,1958-09-23,188.0,201.0,,,,
1978,102,/players/b/brubaje01.html,https://www.eliteprospects.com/player/71528/jeff-brubaker,Jeff Brubaker,1978.0,102.0,71528.0,1958-02-24,188.0,209.0,,,,
1978,103,/players/a/actonke01.html,https://www.eliteprospects.com/player/31929/keith-acton,Keith Acton,1978.0,103.0,31929.0,1958-04-15,173.0,170.0,,,,
1978,105,/players/h/hallima01.html,https://www.eliteprospects.com/player/1537/mats-hallin,Mats Hallin,1978.0,105.0,1537.0,1958-03-19,192.0,214.0,,,,
1978,109,/players/m/maclepa01.html,https://www.eliteprospects.com/player/77089/paul-maclean,Paul MacLean,1978.0,109.0,77089.0,1958-03-09,188.0,218.0,,,,
1978,110,/players/c/clarkda01.html,https://www.eliteprospects.com/player/29040/dan-clark,Dan Clark,1978.0,110.0,29040.0,1957-11-03,184.0,194.0,,,,
1978,111,/players/w/waddedo01.html,https://www.eliteprospects.com/player/41334/don-waddell,Don Waddell,1978.0,111.0,41334.0,1958-08-19,178.0,183.0,,,,
1978,112,/players/g/georgwe01.html,https://www.eliteprospects.com/player/262194/wes-george,Wes George,1978.0,112.0,262194.0,1958-09-26,191.0,220.0,,,,
1978,114,/players/h/hindmda01.html,https://www.eliteprospects.com/player/112642/dave-hindmarch,Dave Hindmarch,1978.0,114.0,112642.0,1958-10-15,183.0,181.0,,,,
1978,129,/players/b/barrejo01.html,https://www.eliteprospects.com/player/158252/john-barrett,John Barrett,1978.0,129.0,158252.0,1958-07-01,183.0,209.0,,,,
1978,135,/players/c/camerda01.html,https://www.eliteprospects.com/player/54181/dave-cameron,Dave Cameron,1978.0,135.0,54181.0,1958-07-29,184.0,185.0,,,,
1978,137,/players/l/landola01.html,https://www.eliteprospects.com/player/71535/larry-landon,Larry Landon,1978.0,137.0,71535.0,1958-05-04,183.0,190.0,,,,
1978,142,/players/k/krookke01.html,https://www.eliteprospects.com/player/102085/kevin-krook,Kevin Krook,1978.0,142.0,102085.0,1958-04-05,180.0,192.0,,,,
1978,153,/players/m/mactacr01.html,https://www.eliteprospects.com/player/21495/craig-mactavish,Craig MacTavish,1978.0,153.0,21495.0,1958-08-15,185.0,194.0,,,,
1978,160,/players/f/froesbo01.html,,,,,,,,,,,,
1978,173,/players/s/siltari01.html,https://www.eliteprospects.com/player/3363/risto-siltanen,Risto Siltanen,1978.0,173.0,3363.0,1958-10-31,170.0,190.0,,,,
1978,176,/players/w/weeksst01.html,,,,,,,,,,,,
1978,179,/players/s/sutteda01.html,https://www.eliteprospects.com/player/29002/darryl-sutter,Darryl Sutter,1978.0,179.0,29002.0,1958-08-19,180.0,174.0,,,,
1978,198,/players/s/stastan01.html,https://www.eliteprospects.com/player/28740/anton-stastny,Anton Stastny,1978.0,198.0,28740.0,1959-08-05,183.0,185.0,,,,
1978,201,/players/f/fetisvi01.html,https://www.eliteprospects.com/player/21368/vyacheslav-fetisov,Vyacheslav Fetisov,1978.0,201.0,21368.0,1958-04-20,183.0,218.0,,,,
1978,213,/players/j/jarviwe01.html,https://www.eliteprospects.com/player/71450/wes-jarvis,Wes Jarvis,1978.0,213.0,71450.0,1958-05-30,180.0,185.0,,,,
1978,219,/players/l/lozinla01.html,,,,,,,,,,,,
1978,223,/players/m/mccarda01.html,https://www.eliteprospects.com/player/36259/dan-mccarthy,Dan McCarthy,1978.0,223.0,36259.0,1958-07-04,178.0,174.0,,,,
1978,231,/players/n/nilanch01.html,https://www.eliteprospects.com/player/31358/chris-nilan,Chris Nilan,1978.0,231.0,31358.0,1958-02-09,183.0,205.0,,,,
1978,233,/players/s/sleiglo01.html,https://www.eliteprospects.com/player/152817/louis-sleigher,Louis Sleigher,1978.0,233.0,152817.0,1958-10-23,180.0,201.0,,,,
1979,1,/players/r/ramagro01.html,https://www.eliteprospects.com/player/39554/rob-ramage,Rob Ramage,1979.0,1.0,39554.0,1959-01-11,188.0,209.0,,,,
1979,2,/players/t/turnbpe01.html,https://www.eliteprospects.com/player/22246/perry-turnbull,Perry Turnbull,1979.0,2.0,22246.0,1959-03-09,188.0,201.0,,,,
1979,3,/players/f/foligmi01.html,https://www.eliteprospects.com/player/21403/mike-foligno,Mike Foligno,1979.0,3.0,21403.0,1959-01-29,188.0,194.0,,,,
1979,4,/players/g/gartnmi01.html,https://www.eliteprospects.com/player/22110/mike-gartner,Mike Gartner,1979.0,4.0,22110.0,1959-10-29,185.0,190.0,,,,
1979,5,/players/v/vaiveri01.html,https://www.eliteprospects.com/player/21555/rick-vaive,Rick Vaive,1979.0,5.0,21555.0,1959-05-14,183.0,181.0,,,,
1979,6,/players/h/hartscr01.html,https://www.eliteprospects.com/player/42488/craig-hartsburg,Craig Hartsburg,1979.0,6.0,42488.0,1959-06-29,185.0,203.0,,,,
1979,7,/players/b/brownke02.html,https://www.eliteprospects.com/player/70575/keith-brown,Keith Brown,1979.0,7.0,70575.0,1960-05-06,185.0,196.0,,,,
1979,8,/players/b/bourqra01.html,https://www.eliteprospects.com/player/19141/raymond-bourque,Raymond Bourque,1979.0,8.0,19141.0,1960-12-28,180.0,216.0,,,,
1979,9,/players/b/boschla01.html,https://www.eliteprospects.com/player/31940/laurie-boschman,Laurie Boschman,1979.0,9.0,31940.0,1960-06-04,183.0,185.0,,,,
1979,10,/players/m/mccarto02.html,https://www.eliteprospects.com/player/131658/tom-mccarthy,Tom McCarthy,1979.0,10.0,131658.0,1960-07-31,188.0,201.0,,,,
1979,11,/players/r/ramsemi01.html,https://www.eliteprospects.com/player/22717/mike-ramsey,Mike Ramsey,1979.0,11.0,22717.0,1960-12-03,191.0,212.0,,,,
1979,12,/players/r/reinhpa01.html,https://www.eliteprospects.com/player/48463/paul-reinhart,Paul Reinhart,1979.0,12.0,48463.0,1960-01-08,180.0,205.0,,,,
1979,13,/players/s/sullido01.html,https://www.eliteprospects.com/player/74549/doug-sulliman,Doug Sulliman,1979.0,13.0,74549.0,1959-08-29,188.0,209.0,,,,
1979,14,/players/p/proppbr01.html,https://www.eliteprospects.com/player/29242/brian-propp,Brian Propp,1979.0,14.0,29242.0,1959-02-15,175.0,190.0,,,,
1979,15,/players/m/mccribr01.html,https://www.eliteprospects.com/player/32217/brad-mccrimmon,Brad McCrimmon,1979.0,15.0,32217.0,1959-03-29,180.0,198.0,,,,
1979,16,/players/w/wellsja01.html,https://www.eliteprospects.com/player/32754/jay-wells,Jay Wells,1979.0,16.0,32754.0,1959-05-18,188.0,209.0,,,,
1979,17,/players/s/suttedu01.html,https://www.eliteprospects.com/player/29007/duane-sutter,Duane Sutter,1979.0,17.0,29007.0,1960-03-16,185.0,190.0,,,,
1979,18,/players/a/allisra01.html,https://www.eliteprospects.com/player/28842/ray-allison,Ray Allison,1979.0,18.0,28842.0,1959-03-04,178.0,194.0,,,,
1979,19,/players/m/mannji01.html,https://www.eliteprospects.com/player/84337/jimmy-mann,Jimmy Mann,1979.0,19.0,84337.0,1959-04-17,183.0,205.0,,,,
1979,20,/players/g/goulemi01.html,https://www.eliteprospects.com/player/22068/michel-goulet,Michel Goulet,1979.0,20.0,22068.0,1960-04-21,185.0,185.0,,,,
1979,21,/players/l/loweke01.html,https://www.eliteprospects.com/player/31971/kevin-lowe,Kevin Lowe,1979.0,21.0,31971.0,1959-04-15,188.0,201.0,,,,
1979,22,/players/w/weslebl01.html,https://www.eliteprospects.com/player/71529/blake-wesley,Blake Wesley,1979.0,22.0,71529.0,1959-07-10,185.0,201.0,,,,
1979,24,/players/r/rausser01.html,https://www.eliteprospects.com/player/204622/errol-rausse,Errol Rausse,1979.0,24.0,204622.0,1959-05-18,177.0,179.0,,,,
1979,25,/players/j/jonssto01.html,https://www.eliteprospects.com/player/1455/tomas-jonsson,Tomas Jonsson,1979.0,25.0,1455.0,1960-04-12,181.0,183.0,,,,
1979,26,/players/a/ashtobr01.html,https://www.eliteprospects.com/player/31291/brent-ashton,Brent Ashton,1979.0,26.0,31291.0,1960-05-18,185.0,209.0,,,,
1979,27,/players/g/gingrga01.html,https://www.eliteprospects.com/player/28882/gaston-gingras,Gaston Gingras,1979.0,27.0,28882.0,1959-02-13,186.0,198.0,,,,
1979,28,/players/t/trimpti01.html,https://www.eliteprospects.com/player/251188/tim-trimper,Tim Trimper,1979.0,28.0,251188.0,1959-09-28,175.0,185.0,,,,
1979,29,/players/h/hopkide01.html,https://www.eliteprospects.com/player/251199/dean-hopkins,Dean Hopkins,1979.0,29.0,251199.0,1959-06-06,185.0,205.0,,,,
1979,30,/players/h/hardyma01.html,https://www.eliteprospects.com/player/31202/mark-hardy,Mark Hardy,1979.0,30.0,31202.0,1959-02-01,178.0,194.0,,,,
1979,31,/players/m/marshpa01.html,https://www.eliteprospects.com/player/71674/paul-marshall,Paul Marshall,1979.0,31.0,71674.0,1960-09-07,188.0,183.0,,,,
1979,32,/players/r/ruffli01.html,https://www.eliteprospects.com/player/42022/lindy-ruff,Lindy Ruff,1979.0,32.0,42022.0,1960-02-17,188.0,187.0,,,,
1979,33,/players/r/riggipa01.html,,,,,,,,,,,,
1979,34,/players/h/hospoed01.html,https://www.eliteprospects.com/player/167899/ed-hospodar,Ed Hospodar,1979.0,34.0,167899.0,1959-02-09,188.0,209.0,,,,
1979,35,/players/l/lindbpe01.html,,,,,,,,,,,,
1979,36,/players/m/morrido02.html,https://www.eliteprospects.com/player/188763/doug-morrison,Doug Morrison,1979.0,36.0,188763.0,1960-02-02,180.0,185.0,,,,
1979,37,/players/n/nasluma01.html,https://www.eliteprospects.com/player/1457/mats-naslund,Mats Näslund,1979.0,37.0,1457.0,1959-10-31,170.0,161.0,,,,
1979,38,/players/c/carrobi01.html,https://www.eliteprospects.com/player/31654/billy-carroll,Billy Carroll,1979.0,38.0,31654.0,1959-01-19,178.0,190.0,,,,
1979,39,/players/s/smithst03.html,https://www.eliteprospects.com/player/202937/stuart-smith,Stuart Smith,1979.0,39.0,202937.0,1960-03-17,186.0,201.0,,,,
1979,40,/players/c/chrisda01.html,https://www.eliteprospects.com/player/32019/dave-christian,Dave Christian,1979.0,40.0,32019.0,1959-05-12,180.0,176.0,,,,
1979,41,/players/h/hunteda02.html,https://www.eliteprospects.com/player/21421/dale-hunter,Dale Hunter,1979.0,41.0,21421.0,1960-07-31,178.0,201.0,,,,
1979,42,/players/b/brotene01.html,https://www.eliteprospects.com/player/22109/neal-broten,Neal Broten,1979.0,42.0,22109.0,1959-11-29,175.0,170.0,,,,
1979,43,/players/l/leviecr01.html,https://www.eliteprospects.com/player/38552/craig-levie,Craig Levie,1979.0,43.0,38552.0,1959-08-17,176.0,192.0,,,,
1979,44,/players/c/carbogu01.html,https://www.eliteprospects.com/player/24027/guy-carbonneau,Guy Carbonneau,1979.0,44.0,24027.0,1960-03-18,180.0,176.0,,,,
1979,45,/players/g/gagejo01.html,https://www.eliteprospects.com/player/53740/jody-gage,Jody Gage,1979.0,45.0,53740.0,1959-11-29,183.0,185.0,,,,
1979,47,/players/e/ellacke01.html,,,,,,,,,,,,
1979,48,/players/m/messima01.html,https://www.eliteprospects.com/player/21309/mark-messier,Mark Messier,1979.0,48.0,21309.0,1961-01-18,185.0,205.0,,,,
1979,49,/players/g/gardnbi01.html,https://www.eliteprospects.com/player/31154/bill-gardner,Bill Gardner,1979.0,49.0,31154.0,1960-03-19,178.0,179.0,,,,
1979,50,/players/k/kellyjo01.html,https://www.eliteprospects.com/player/204626/john-paul-kelly,John-Paul Kelly,1979.0,50.0,204626.0,1959-11-15,184.0,216.0,,,,
1979,51,/players/a/aubinno01.html,https://www.eliteprospects.com/player/71636/norm-aubin,Norm Aubin,1979.0,51.0,71636.0,1960-07-26,183.0,185.0,,,,
1979,52,/players/w/wolfbe01.html,https://www.eliteprospects.com/player/251184/bennett-wolf,Bennett Wolf,1979.0,52.0,251184.0,1959-10-23,191.0,205.0,,,,
1979,54,/players/h/hunteti01.html,https://www.eliteprospects.com/player/31535/tim-hunter,Tim Hunter,1979.0,54.0,31535.0,1960-09-10,188.0,203.0,,,,
1979,55,/players/c/cloutja01.html,,,,,,,,,,,,
1979,56,/players/c/carsoli01.html,https://www.eliteprospects.com/player/251009/lindsay-carson,Lindsay Carson,1979.0,56.0,251009.0,1960-11-21,188.0,187.0,,,,
1979,57,/players/c/crowdke01.html,https://www.eliteprospects.com/player/32485/keith-crowder,Keith Crowder,1979.0,57.0,32485.0,1959-01-06,183.0,194.0,,,,
1979,58,/players/w/wamslri01.html,,,,,,,,,,,,
1979,59,/players/m/melanro01.html,,,,,,,,,,,,
1979,60,/players/n/nachbdo01.html,https://www.eliteprospects.com/player/31139/don-nachbaur,Don Nachbaur,1979.0,60.0,31139.0,1959-01-30,188.0,201.0,,,,
1979,61,/players/w/wheltbi01.html,https://www.eliteprospects.com/player/36763/bill-whelton,Bill Whelton,1979.0,61.0,36763.0,1958-08-28,186.0,185.0,,,,
1979,62,/players/n/norwole01.html,https://www.eliteprospects.com/player/66064/lee-norwood,Lee Norwood,1979.0,62.0,66064.0,1960-02-02,185.0,198.0,,,,
1979,63,/players/m/maxweke01.html,https://www.eliteprospects.com/player/66988/kevin-maxwell,Kevin Maxwell,1979.0,63.0,66988.0,1960-03-30,175.0,165.0,,,,
1979,64,/players/p/peterst01.html,https://www.eliteprospects.com/player/39211/steve-peters,Steve Peters,1979.0,64.0,39211.0,1960-01-23,180.0,207.0,,,,
1979,65,/players/c/crawfbo01.html,https://www.eliteprospects.com/player/79620/bob-crawford,Bob Crawford,1979.0,65.0,79620.0,1959-04-06,180.0,181.0,,,,
1979,66,/players/o/ogrodjo01.html,https://www.eliteprospects.com/player/72198/john-ogrodnick,John Ogrodnick,1979.0,66.0,72198.0,1959-06-20,183.0,205.0,,,,
1979,67,/players/p/poczaha01.html,https://www.eliteprospects.com/player/210292/harvie-pocza,Harvie Pocza,1979.0,67.0,210292.0,1959-09-22,188.0,194.0,,,,
1979,69,/players/a/andergl01.html,https://www.eliteprospects.com/player/21564/glenn-anderson,Glenn Anderson,1979.0,69.0,21564.0,1960-10-02,185.0,190.0,,,,
1979,71,/players/g/gibsojo01.html,https://www.eliteprospects.com/player/71676/john-gibson,John Gibson,1979.0,71.0,71676.0,1959-01-02,191.0,205.0,,,,
1979,72,/players/t/trembvi01.html,,,,,,,,,,,,
1979,74,/players/h/hamelgi01.html,https://www.eliteprospects.com/player/189519/gilles-hamel,Gilles Hamel,1979.0,74.0,189519.0,1960-03-18,183.0,185.0,,,,
1979,75,/players/p/pepliji01.html,https://www.eliteprospects.com/player/68819/jim-peplinski,Jim Peplinski,1979.0,75.0,68819.0,1960-10-24,191.0,209.0,,,,
1979,76,/players/c/conacpa01.html,https://www.eliteprospects.com/player/68816/pat-conacher,Pat Conacher,1979.0,76.0,68816.0,1959-05-01,173.0,190.0,,,,
1979,77,/players/g/gilledo01.html,https://www.eliteprospects.com/player/120984/don-gillen,Don Gillen,1979.0,77.0,120984.0,1960-12-24,191.0,223.0,,,,
1979,78,/players/m/melnyla01.html,https://www.eliteprospects.com/player/78120/larry-melnyk,Larry Melnyk,1979.0,78.0,78120.0,1960-02-21,183.0,194.0,,,,
1979,79,/players/o/orlesda01.html,https://www.eliteprospects.com/player/204732/dave-orleski,Dave Orleski,1979.0,79.0,204732.0,1959-12-26,193.0,201.0,,,,
1979,81,/players/n/neufera01.html,https://www.eliteprospects.com/player/68037/ray-neufeld,Ray Neufeld,1979.0,81.0,68037.0,1959-04-15,191.0,209.0,,,,
1979,82,/players/d/daleypa01.html,https://www.eliteprospects.com/player/79486/patrick-daley,Patrick Daley,1979.0,82.0,79486.0,1959-03-27,186.0,187.0,,,,
1979,83,/players/s/stastan01.html,https://www.eliteprospects.com/player/28740/anton-stastny,Anton Stastny,1979.0,83.0,28740.0,1959-08-05,183.0,185.0,,,,
1979,85,/players/d/dilloga01.html,https://www.eliteprospects.com/player/189458/gary-dillon,Gary Dillon,1979.0,85.0,189458.0,1959-02-28,178.0,172.0,,,,
1979,86,/players/r/reedsma01.html,https://www.eliteprospects.com/player/77314/mark-reeds,Mark Reeds,1979.0,86.0,77314.0,1960-01-24,178.0,179.0,,,,
1979,87,/players/p/paterjo01.html,https://www.eliteprospects.com/player/60181/joe-paterson,Joe Paterson,1979.0,87.0,60181.0,1960-06-25,188.0,205.0,,,,
1979,88,/players/t/tooketi01.html,https://www.eliteprospects.com/player/84528/tim-tookey,Tim Tookey,1979.0,88.0,84528.0,1960-08-29,181.0,181.0,,,,
1979,89,/players/g/grahadi01.html,https://www.eliteprospects.com/player/70465/dirk-graham,Dirk Graham,1979.0,89.0,70465.0,1959-07-29,180.0,198.0,,,,
1979,90,/players/d/dobsoji01.html,https://www.eliteprospects.com/player/190425/jim-dobson,Jim Dobson,1979.0,90.0,190425.0,1960-02-29,185.0,194.0,,,,
1979,92,/players/b/brownji01.html,https://www.eliteprospects.com/player/250657/jim-brown,Jim Brown,1979.0,92.0,250657.0,1960-03-01,193.0,209.0,,,,
1979,93,/players/n/nigrofr01.html,https://www.eliteprospects.com/player/71614/frank-nigro,Frank Nigro,1979.0,93.0,71614.0,1960-02-11,175.0,181.0,,,,
1979,94,/players/r/riccini01.html,,,,,,,,,,,,
1979,95,/players/h/haworal01.html,https://www.eliteprospects.com/player/28506/alan-haworth,Alan Haworth,1979.0,95.0,28506.0,1960-01-09,178.0,179.0,,,,
1979,98,/players/e/eriksth01.html,https://www.eliteprospects.com/player/1458/thomas-eriksson,Thomas Eriksson,1979.0,98.0,1458.0,1959-10-16,189.0,196.0,,,,
1979,99,/players/b/baronma01.html,,,,,,,,,,,,
1979,100,/players/j/jolyyv01.html,https://www.eliteprospects.com/player/94270/yvan-joly,Yvan Joly,1979.0,100.0,94270.0,1960-02-06,174.0,168.0,,,,
1979,102,/players/r/renauma01.html,https://www.eliteprospects.com/player/80777/mark-renaud,Mark Renaud,1979.0,102.0,80777.0,1959-02-21,180.0,185.0,,,,
1979,103,/players/s/steenth01.html,https://www.eliteprospects.com/player/1459/thomas-steen,Thomas Steen,1979.0,103.0,1459.0,1960-06-08,178.0,172.0,,,,
1979,104,/players/l/lacropi01.html,https://www.eliteprospects.com/player/28879/pierre-lacroix,Pierre Lacroix,1979.0,104.0,28879.0,1959-04-11,181.0,185.0,,,,
1979,105,/players/t/toalmi01.html,https://www.eliteprospects.com/player/226592/michael-toal,Michael Toal,1979.0,105.0,226592.0,1959-03-23,183.0,176.0,,,,
1979,106,/players/a/attwebo01.html,https://www.eliteprospects.com/player/190023/bob-attwell,Bob Attwell,1979.0,106.0,190023.0,1959-12-26,183.0,192.0,,,,
1979,109,/players/t/thebegr01.html,https://www.eliteprospects.com/player/39330/greg-theberge,Greg Theberge,1979.0,109.0,39330.0,1959-09-03,178.0,185.0,,,,
1979,112,/players/c/crossdo01.html,https://www.eliteprospects.com/player/70217/doug-crossman,Doug Crossman,1979.0,112.0,70217.0,1960-06-13,188.0,190.0,,,,
1979,114,/players/m/mccrebi02.html,https://www.eliteprospects.com/player/205266/bill-mccreary-jr.,Bill McCreary Jr.,1979.0,114.0,205266.0,1960-04-15,183.0,196.0,,,,
1979,115,/players/c/chornma01.html,https://www.eliteprospects.com/player/190054/marc-chorney,Marc Chorney,1979.0,115.0,190054.0,1959-11-08,183.0,201.0,,,,
1979,116,/players/k/knickri01.html,,,,,,,,,,,,
1979,119,/players/w/willigo01.html,https://www.eliteprospects.com/player/190012/gordie-williams,Gordie Williams,1979.0,119.0,190012.0,1960-04-10,180.0,168.0,,,,
1979,120,/players/k/krushmi01.html,https://www.eliteprospects.com/player/22058/mike-krushelnyski,Mike Krushelnyski,1979.0,120.0,22058.0,1960-04-27,188.0,201.0,,,,
1979,124,/players/w/watteti01.html,https://www.eliteprospects.com/player/73206/tim-watters,Tim Watters,1979.0,124.0,73206.0,1959-07-25,180.0,185.0,,,,
1979,126,/players/b/barnebl01.html,https://www.eliteprospects.com/player/278920/blair-barnes,Blair Barnes,1979.0,126.0,278920.0,1960-09-21,180.0,190.0,,,,
1980,1,/players/w/wickedo01.html,https://www.eliteprospects.com/player/13347/doug-wickenheiser,Doug Wickenheiser,1980.0,1.0,13347.0,1961-03-30,186.0,201.0,,,,
1980,2,/players/b/babycda01.html,https://www.eliteprospects.com/player/26300/dave-babych,Dave Babych,1980.0,2.0,26300.0,1961-05-23,188.0,220.0,,,,
1980,3,/players/s/savarde01.html,https://www.eliteprospects.com/player/21482/denis-savard,Denis Savard,1980.0,3.0,21482.0,1961-02-04,178.0,170.0,,,,
1980,4,/players/m/murphla01.html,https://www.eliteprospects.com/player/21498/larry-murphy,Larry Murphy,1980.0,4.0,21498.0,1961-03-08,188.0,209.0,,,,
1980,5,/players/v/veitcda01.html,https://www.eliteprospects.com/player/26332/darren-veitch,Darren Veitch,1980.0,5.0,26332.0,1960-04-24,183.0,201.0,,,,
1980,6,/players/c/coffepa01.html,https://www.eliteprospects.com/player/21321/paul-coffey,Paul Coffey,1980.0,6.0,21321.0,1961-06-01,183.0,201.0,,,,
1980,7,/players/l/lanzri01.html,https://www.eliteprospects.com/player/26123/rick-lanz,Rick Lanz,1980.0,7.0,26123.0,1961-09-16,188.0,194.0,,,,
1980,8,/players/a/arthufr01.html,https://www.eliteprospects.com/player/193453/fred-arthur,Fred Arthur,1980.0,8.0,193453.0,1961-03-06,195.0,209.0,,,,
1980,9,/players/b/bullami01.html,https://www.eliteprospects.com/player/27138/mike-bullard,Mike Bullard,1980.0,9.0,27138.0,1961-03-10,178.0,185.0,,,,
1980,10,/players/f/foxji01.html,https://www.eliteprospects.com/player/26114/jim-fox,Jim Fox,1980.0,10.0,26114.0,1960-05-18,173.0,174.0,,,,
1980,11,/players/b/blaismi01.html,https://www.eliteprospects.com/player/71434/mike-blaisdell,Mike Blaisdell,1980.0,11.0,71434.0,1960-01-18,184.0,198.0,,,,
1980,12,/players/w/wilsori02.html,https://www.eliteprospects.com/player/26882/rik-wilson,Rik Wilson,1980.0,12.0,26882.0,1962-06-17,183.0,201.0,,,,
1980,13,/players/c/cyrde01.html,https://www.eliteprospects.com/player/94285/denis-cyr,Denis Cyr,1980.0,13.0,94285.0,1961-02-04,179.0,181.0,,,,
1980,15,/players/d/duponje01.html,https://www.eliteprospects.com/player/33727/jerome-dupont,Jérôme Dupont,1980.0,15.0,33727.0,1962-02-21,191.0,201.0,,,,
1980,16,/players/p/palmebr01.html,https://www.eliteprospects.com/player/36762/brad-palmer,Brad Palmer,1980.0,16.0,36762.0,1961-09-14,182.0,185.0,,,,
1980,17,/players/s/suttebr02.html,https://www.eliteprospects.com/player/22691/brent-sutter,Brent Sutter,1980.0,17.0,22691.0,1962-06-10,183.0,187.0,,,,
1980,18,/players/p/pederba01.html,https://www.eliteprospects.com/player/27527/barry-pederson,Barry Pederson,1980.0,18.0,27527.0,1961-03-16,180.0,185.0,,,,
1980,19,/players/g/gagnepa01.html,https://www.eliteprospects.com/player/27883/paul-gagne,Paul Gagné,1980.0,19.0,27883.0,1962-02-06,180.0,194.0,,,,
1980,20,/players/p/patrist01.html,https://www.eliteprospects.com/player/167911/steve-patrick,Steve Patrick,1980.0,20.0,167911.0,1961-02-04,193.0,205.0,,,,
1980,21,/players/s/stothmi01.html,https://www.eliteprospects.com/player/71455/mike-stothers,Mike Stothers,1980.0,21.0,71455.0,1962-02-22,193.0,209.0,,,,
1980,22,/players/w/wardjo01.html,https://www.eliteprospects.com/player/181929/joe-ward,Joe Ward,1980.0,22.0,181929.0,1961-02-11,183.0,179.0,,,,
1980,23,/players/m/manthmo01.html,https://www.eliteprospects.com/player/27578/moe-mantha,Moe Mantha,1980.0,23.0,27578.0,1961-01-21,188.0,194.0,,,,
1980,24,/players/r/rocheno01.html,https://www.eliteprospects.com/player/27558/normand-rochefort,Normand Rochefort,1980.0,24.0,27558.0,1961-01-28,188.0,220.0,,,,
1980,25,/players/m/municr01.html,https://www.eliteprospects.com/player/26583/craig-muni,Craig Muni,1980.0,25.0,26583.0,1962-07-19,188.0,198.0,,,,
1980,26,/players/m/mcgilbo01.html,https://www.eliteprospects.com/player/26579/bob-mcgill,Bob McGill,1980.0,26.0,26579.0,1962-04-27,185.0,205.0,,,,
1980,27,/players/n/nattrri01.html,https://www.eliteprospects.com/player/31957/ric-nattress,Ric Nattress,1980.0,27.0,31957.0,1962-05-25,191.0,209.0,,,,
1980,28,/players/l/ludzist01.html,https://www.eliteprospects.com/player/41689/steve-ludzik,Steve Ludzik,1980.0,28.0,41689.0,1961-04-03,180.0,185.0,,,,
1980,29,/players/g/galarmi01.html,https://www.eliteprospects.com/player/78668/michel-galarneau,Michel Galarneau,1980.0,29.0,78668.0,1961-03-01,186.0,183.0,,,,
1980,30,/players/s/solheke01.html,https://www.eliteprospects.com/player/194494/ken-solheim,Ken Solheim,1980.0,30.0,194494.0,1961-03-27,191.0,209.0,,,,
1980,31,/players/c/curtato01.html,https://www.eliteprospects.com/player/98800/tony-curtale,Tony Curtale,1980.0,31.0,98800.0,1963-01-29,185.0,194.0,,,,
1980,32,/players/l/lavalke01.html,https://www.eliteprospects.com/player/24393/kevin-lavallee,Kevin LaVallée,1980.0,32.0,24393.0,1961-09-16,177.0,179.0,,,,
1980,33,/players/t/terrigr01.html,https://www.eliteprospects.com/player/26120/greg-terrion,Greg Terrion,1980.0,33.0,26120.0,1960-05-02,180.0,190.0,,,,
1980,34,/players/m/morrida01.html,https://www.eliteprospects.com/player/44532/dave-morrison,Dave Morrison,1980.0,34.0,44532.0,1962-06-12,186.0,187.0,,,,
1980,35,/players/a/allismi01.html,https://www.eliteprospects.com/player/41048/mike-allison,Mike Allison,1980.0,35.0,41048.0,1961-03-28,183.0,201.0,,,,
1980,37,/players/b/beaupdo01.html,,,,,,,,,,,,
1980,38,/players/h/hrudeke01.html,,,,,,,,,,,,
1980,39,/players/k/konrost01.html,https://www.eliteprospects.com/player/26560/steve-konroyd,Steve Konroyd,1980.0,39.0,26560.0,1961-02-10,185.0,194.0,,,,
1980,40,/players/c/chabojo01.html,https://www.eliteprospects.com/player/72208/john-chabot,John Chabot,1980.0,40.0,72208.0,1962-05-18,188.0,201.0,,,,
1980,41,/players/m/mollemi01.html,https://www.eliteprospects.com/player/42269/mike-moller,Mike Moller,1980.0,41.0,42269.0,1962-06-16,186.0,187.0,,,,
1980,43,/players/b/boimifr01.html,https://www.eliteprospects.com/player/38167/fred-boimistruck,Fred Boimistruck,1980.0,43.0,38167.0,1962-01-14,180.0,190.0,,,,
1980,44,/players/e/eavesmu01.html,https://www.eliteprospects.com/player/38454/murray-eaves,Murray Eaves,1980.0,44.0,38454.0,1960-05-10,178.0,172.0,,,,
1980,45,/players/n/newbejo01.html,https://www.eliteprospects.com/player/10955/john-newberry,John Newberry,1980.0,45.0,10955.0,1962-04-08,183.0,194.0,,,,
